"","binary","apply(traces, 1, rank)"
"1405","/usr/bin/fastdep",10
"1406","/usr/bin/fastdep",10
"1409","/usr/bin/ANTS",10
"1411","/usr/bin/recsel",10
"1412","/usr/bin/recsel",10
"1429","/usr/games/amoebax",10
"1440","/usr/lib/psi/tocprint",10
"1442","/usr/bin/trcsort",10
"1443","/usr/bin/trcsort",10
"1444","/usr/bin/trcsort",10
"1447","/usr/bin/trcsort",10
"1450","/usr/lib/libpacklib1-gfortran/kuesvr",10
"1452","/usr/bin/plugctl",10
"1454","/usr/bin/audiotool",10
"1456","/usr/lib/libraw/simple_dcraw",10
"1458","/usr/lib/libraw/simple_dcraw",10
"1459","/usr/bin/ogdi_import",10
"1462","/usr/lib/magicrescue/tools/textextract",10
"1466","/usr/lib/magicrescue/tools/textextract",10
"1467","/usr/lib/magicrescue/tools/textextract",10
"1469","/usr/bin/tau_convert",10
"1473","/usr/bin/gpiv_errvec",10
"1480","/usr/bin/xsil2graphics",10
"1481","/usr/bin/xsil2graphics",10
"1484","/usr/bin/xsil2graphics",10
"1486","/usr/bin/xsil2graphics",10
"1490","/usr/bin/mksource",10
"1494","/usr/bin/getfits",10
"1497","/usr/bin/getfits",10
"1500","/usr/bin/oogl2vrml2",10
"1502","/usr/bin/rlprd",10
"1503","/usr/bin/rlprd",10
"1511","/usr/bin/writetmp",10
"1513","/usr/bin/writetmp",10
"1516","/usr/bin/writetmp",10
"1517","/usr/bin/writetmp",10
"1520","/usr/bin/writetmp",10
"1522","/usr/lib/stardict-tools/ec50",10
"1523","/usr/bin/hxnum",10
"1534","/usr/bin/slmon",10
"1535","/usr/games/spacezero",10
"1536","/usr/lib/xbmc/addons/screensaver.rsxs.euphoria/Euphoria.xbs",10
"1537","/usr/bin/immstool",10
"1556","/usr/bin/cdrwtool",10
"1564","/usr/bin/ncap",10
"1567","/usr/bin/vadm",10
"1584","/usr/bin/e2ps",10
"1585","/usr/bin/e2ps",10
"1602","/usr/bin/openmx",10
"1627","/usr/games/bi2cf",10
"1630","/usr/games/bi2cf",10
"1632","/usr/games/bi2cf",10
"1637","/usr/games/bi2cf",10
"1640","/usr/bin/ftpls",10
"1649","/bin/upsc",10
"1667","/usr/bin/roarinterconnect",10
"1669","/usr/bin/dia-gnome",10
"1671","/usr/bin/wmitime",10
"1673","/usr/bin/vfte",10
"1682","/usr/sbin/cfservd",10
"1684","/usr/sbin/cfservd",10
"1685","/usr/sbin/cfservd",10
"1695","/usr/lib/psi/oeprop",10
"1703","/usr/bin/gpsk31",10
"1715","/usr/bin/esniper",10
"1716","/usr/bin/esniper",10
"1731","/usr/bin/clips",10
"1733","/usr/lib/sequan/bin/sak",10
"1735","/usr/lib/sequan/bin/sak",10
"1739","/usr/lib/sequan/bin/sak",10
"1743","/usr/bin/gitwhich",10
"1744","/usr/bin/xbs",10
"1747","/usr/bin/xbs",10
"1750","/usr/bin/xbs",10
"1751","/usr/bin/xbs",10
"1754","/usr/bin/xbs",10
"1767","/usr/bin/amap",10
"1769","/usr/bin/xtokid",10
"1780","/usr/games/netrek-client-cow",10
"1782","/usr/bin/wmpinboard",10
"1816","/usr/lib/libraw/dcraw_emu",10
"1817","/usr/bin/nrss",10
"1818","/usr/bin/nrss",10
"1823","/usr/bin/tessa",10
"1826","/usr/bin/tessa",10
"1842","/usr/lib/icmake/icm-exec",10
"1856","/usr/bin/atp",10
"1875","/usr/lib/nagios/plugins/check_mrtgtraf",10
"1877","/usr/lib/rheolef/mkgeo_grid_1d",10
"1881","/usr/bin/wgrib",10
"1888","/usr/bin/wgrib",10
"1890","/usr/bin/dccleancrw",10
"1891","/usr/bin/dccleancrw",10
"1892","/usr/bin/dccleancrw",10
"1893","/usr/bin/dccleancrw",10
"1894","/usr/bin/cphead",10
"1897","/usr/bin/cphead",10
"1898","/usr/bin/cphead",10
"1907","/usr/bin/multitee",10
"1965","/usr/bin/ekglogs",10
"1966","/usr/bin/ekglogs",10
"1972","/usr/bin/ekglogs",10
"1977","/usr/bin/ekglogs",10
"1979","/usr/bin/m2ts2ts",10
"2006","/usr/bin/roarcatvio",10
"2008","/usr/bin/testhost",10
"2009","/usr/bin/testhost",10
"2014","/usr/bin/testhost",10
"2016","/usr/bin/testhost",10
"2017","/usr/bin/testhost",10
"2018","/usr/bin/file65",10
"2023","/usr/bin/file65",10
"2024","/usr/bin/file65",10
"2025","/usr/bin/file65",10
"2026","/usr/bin/file65",10
"2029","/usr/bin/ttftotype42",10
"2033","/usr/bin/ttftotype42",10
"2051","/usr/bin/gpiv_rr",10
"2059","/usr/bin/gpiv_rr",10
"2060","/usr/bin/h5dump",10
"2062","/usr/bin/h5dump",10
"2074","/usr/bin/assimp",10
"2078","/usr/bin/mailsync",10
"2081","/usr/bin/sockstat",10
"2082","/usr/bin/sockstat",10
"2089","/usr/bin/php_count",10
"2091","/usr/bin/php_count",10
"2093","/usr/bin/xrootconsole",10
"2102","/usr/lib/libatlas-test/xcaxpby",10
"2104","/usr/bin/rat",10
"2128","/usr/lib/tiger/bin/realpath",10
"2132","/usr/lib/tiger/bin/realpath",10
"2135","/usr/bin/hyphen_show",10
"2136","/usr/bin/hyphen_show",10
"2145","/usr/bin/wmpomme",10
"2162","/usr/bin/agedu",10
"2202","/usr/bin/dvbcut",10
"2206","/usr/bin/make-microsoft-freecell-board",10
"2208","/usr/bin/ascdc",10
"2213","/usr/bin/ascdc",10
"2214","/usr/bin/ytasm",10
"2219","/usr/bin/ytasm",10
"2227","/usr/bin/xview_msgfmt",10
"2237","/usr/bin/gopher",10
"2238","/usr/bin/gopher",10
"2260","/usr/bin/nccgen",10
"2263","/usr/bin/nccgen",10
"2264","/usr/bin/nccgen",10
"2271","/usr/bin/icmake",10
"2282","/usr/sbin/nufw",10
"2285","/usr/bin/nad2nad",10
"2287","/usr/bin/nad2nad",10
"2289","/usr/lib/psi/psiclean",10
"2290","/usr/lib/psi/psiclean",10
"2291","/usr/lib/psi/psiclean",10
"2292","/usr/lib/psi/psiclean",10
"2293","/usr/lib/psi/psiclean",10
"2294","/usr/lib/psi/psiclean",10
"2295","/usr/lib/psi/psiclean",10
"2300","/usr/lib/psi/psiclean",10
"2301","/usr/bin/dat2s",10
"2305","/usr/bin/ample",10
"2314","/usr/bin/ccal",10
"2316","/usr/bin/ccal",10
"2317","/usr/bin/rxqueue",10
"2324","/usr/bin/ffbamg",10
"2328","/usr/bin/ffbamg",10
"2329","/usr/lib/brutefir/cli.bflogic",10
"2332","/usr/bin/e3",10
"2333","/usr/bin/gifbg",10
"2336","/usr/bin/spell",10
"2347","/usr/bin/concalc",10
"2351","/usr/bin/xlassie",10
"2354","/usr/lib/tigr-glimmer/build-fixed",10
"2359","/usr/lib/tigr-glimmer/build-fixed",10
"2362","/usr/lib/tigr-glimmer/build-fixed",10
"2363","/usr/lib/tigr-glimmer/build-fixed",10
"2373","/usr/lib/games/glhack/recover_glhack",10
"2379","/usr/bin/unmo3",10
"2383","/usr/bin/unmo3",10
"2384","/usr/bin/unmo3",10
"2385","/usr/sbin/xrdp-chansrv",10
"2386","/usr/bin/iksperf",10
"2387","/usr/bin/iksperf",10
"2392","/usr/lib/axiom-20120501/bin/sman",10
"2421","/usr/bin/abcmidi-yaps",10
"2424","/usr/bin/abcmidi-yaps",10
"2429","/usr/bin/alistat",10
"2439","/usr/bin/immsd",10
"2461","/usr/bin/pktsetup",10
"2464","/usr/bin/pktsetup",10
"2467","/usr/bin/faust",10
"2472","/usr/bin/faust",10
"2476","/usr/bin/dlg",10
"2483","/usr/bin/h5copy",10
"2505","/usr/bin/probcons-RNA",10
"2510","/usr/bin/cjet",10
"2513","/usr/bin/dasdcat",10
"2514","/usr/bin/dasdcat",10
"2520","/usr/bin/gif2ps",10
"2523","/usr/games/etracer",10
"2525","/usr/games/etracer",10
"2526","/usr/lib/xcp/debug/tp",10
"2527","/usr/lib/xcp/debug/tp",10
"2546","/usr/sbin/mpt-status",10
"2559","/usr/bin/stypp",10
"2570","/usr/lib/axiom-20120501/bin/htadd",10
"2587","/usr/bin/lv2info",10
"2594","/usr/games/gav",10
"2607","/usr/bin/cmafihe",10
"2613","/usr/bin/wmwave",10
"2618","/usr/bin/lpe",10
"2621","/usr/bin/lpe",10
"2623","/usr/bin/lpe",10
"2631","/usr/bin/xjdxgen",10
"2634","/usr/bin/xjdxgen",10
"2635","/usr/bin/dasdls",10
"2636","/usr/bin/dasdls",10
"2649","/usr/bin/anytoucd",10
"2651","/usr/bin/httpfs2",10
"2653","/usr/bin/stydoc",10
"2661","/usr/bin/hime-phod2a",10
"2680","/usr/bin/gcov-4.6",10
"2689","/usr/bin/gcov-4.6",10
"2692","/usr/bin/gcov-4.6",10
"2694","/usr/bin/gcov-4.6",10
"2695","/usr/bin/gcov-4.6",10
"2697","/usr/bin/roarlight",10
"2707","/usr/sbin/partimaged",10
"2712","/usr/sbin/raidutil",10
"2714","/usr/sbin/raidutil",10
"2724","/usr/sbin/raidutil",10
"2727","/usr/bin/xjdic_cl",10
"2731","/usr/bin/xjdic_cl",10
"2736","/usr/bin/sidcon",10
"2738","/usr/bin/sidcon",10
"2739","/usr/bin/sidcon",10
"2743","/usr/bin/datacopy",10
"2747","/usr/bin/datacopy",10
"2748","/usr/bin/datacopy",10
"2761","/usr/bin/xview_xgettext",10
"2765","/usr/lib/gnats/queue-pr",10
"2778","/usr/bin/RNAeffective",10
"2783","/usr/bin/RNAeffective",10
"2787","/usr/lib/ants/ANTSUseLandmarkImagesToGetAffineTransform",10
"2788","/usr/bin/mailfilter",10
"2794","/usr/bin/sfte",10
"2804","/usr/bin/vanessa_socket_pipe",10
"2807","/usr/sbin/sredird",10
"2817","/usr/sbin/portslave",10
"2820","/usr/sbin/portslave",10
"2821","/usr/bin/wmnd",10
"2823","/usr/bin/wmnd",10
"2828","/usr/bin/sweepgen",10
"2852","/usr/bin/YUV420Down2x2",10
"2855","/usr/bin/lo10k1.bin",10
"2859","/usr/bin/lo10k1.bin",10
"2870","/usr/bin/Perseus",10
"2876","/usr/bin/Perseus",10
"2879","/usr/bin/h5tovtk",10
"2887","/usr/bin/a2crd",10
"2897","/usr/bin/xbindkeys",10
"2900","/usr/bin/xbindkeys",10
"2914","/usr/bin/emms-print-metadata",10
"2922","/usr/bin/phytime",10
"2923","/sbin/apparmor_parser",10
"2928","/usr/bin/sary",10
"2941","/usr/bin/getclose",10
"2943","/usr/bin/getclose",10
"2944","/usr/bin/getclose",10
"2945","/usr/bin/getclose",10
"2946","/usr/bin/getclose",10
"2947","/usr/bin/getclose",10
"2948","/usr/bin/getclose",10
"2949","/usr/bin/getclose",10
"2950","/usr/bin/getclose",10
"2951","/usr/bin/getclose",10
"2952","/usr/bin/getclose",10
"2953","/usr/bin/getclose",10
"2954","/usr/bin/getclose",10
"2955","/usr/bin/getclose",10
"2956","/usr/bin/getclose",10
"2958","/usr/bin/getclose",10
"2959","/usr/bin/getclose",10
"2961","/usr/bin/getclose",10
"2962","/usr/bin/getclose",10
"2963","/usr/bin/getclose",10
"2964","/usr/bin/sac",10
"3007","/usr/lib/ants/ANTSIntegrateVectorField",10
"3031","/usr/bin/uml_moo",10
"3049","/usr/bin/dia-normal",10
"3051","/usr/bin/makejvf",10
"3053","/usr/bin/makejvf",10
"3054","/usr/bin/makejvf",10
"3055","/usr/bin/makejvf",10
"3059","/usr/bin/makejvf",10
"3060","/usr/bin/makejvf",10
"3061","/usr/bin/probalign",10
"3063","/usr/bin/pvrg-jpeg",10
"3069","/usr/bin/tint2",10
"3073","/usr/lib/mapnik/2.0/input/geos.input",10
"3074","/usr/bin/escputil",10
"3080","/usr/bin/attr",10
"3086","/usr/bin/hxwls",10
"3093","/usr/bin/polygraph-pgl2eng",10
"3094","/usr/bin/polygraph-pgl2eng",10
"3107","/usr/bin/httest",10
"3110","/usr/bin/gmrun",10
"3114","/usr/lib/stardict-tools/bgl2txt",10
"3122","/usr/bin/floppyd_installtest",10
"3126","/usr/bin/checkpolicy",10
"3132","/usr/bin/dispread",10
"3139","/usr/bin/mmpfb",10
"3140","/usr/bin/mmpfb",10
"3148","/usr/bin/mmpfb",10
"3152","/usr/bin/getpix",10
"3154","/usr/bin/getpix",10
"3157","/usr/bin/tetraview",10
"3199","/usr/bin/hmakeindex",10
"3208","/usr/bin/mgen",10
"3210","/usr/bin/mincdump",10
"3231","/usr/bin/z88dk-copt",10
"3232","/usr/bin/z88dk-copt",10
"3234","/usr/bin/z88dk-copt",10
"3235","/usr/bin/z88dk-copt",10
"3236","/usr/bin/z88dk-copt",10
"3239","/usr/bin/z88dk-copt",10
"3240","/usr/bin/z88dk-copt",10
"3241","/usr/bin/make-aisleriot-freecell-board",10
"3257","/usr/bin/cdde",10
"3259","/usr/bin/evilvte",10
"3264","/usr/bin/faum-mergecow",10
"3267","/usr/bin/mailsound",10
"3269","/usr/bin/wmf",10
"3270","/usr/bin/wmf",10
"3271","/usr/bin/wmf",10
"3273","/usr/bin/wmf",10
"3274","/usr/bin/wmf",10
"3275","/usr/bin/omniMapper",10
"3277","/usr/lib/gap/pkg/guava/bin/leon/compgrp",10
"3279","/usr/lib/gap/pkg/guava/bin/leon/compgrp",10
"3284","/usr/bin/bsqldb",10
"3309","/usr/bin/asimut",10
"3311","/usr/bin/asimut",10
"3331","/usr/bin/obminimize",10
"3334","/usr/bin/obminimize",10
"3335","/usr/bin/ldns-keyfetcher",10
"3350","/usr/sbin/nfswatch",10
"3365","/usr/bin/ies2rad",10
"3375","/usr/bin/tracer",10
"3377","/usr/bin/tracer",10
"3379","/usr/bin/tracer",10
"3382","/usr/bin/tracer",10
"3383","/usr/bin/tracer",10
"3408","/usr/bin/lcd-yesno",10
"3413","/usr/bin/lcd-yesno",10
"3415","/usr/bin/lcd-yesno",10
"3416","/usr/bin/ofxconnect",10
"3421","/usr/bin/lcrack",10
"3427","/usr/bin/vtkParseJava",10
"3432","/usr/bin/mpop",10
"3437","/usr/bin/apertium-lextor",10
"3441","/usr/bin/dvbtune",10
"3443","/usr/bin/ctndisp",10
"3450","/usr/bin/ctndisp",10
"3452","/usr/bin/rakgit2new",10
"3453","/usr/bin/rakgit2new",10
"3461","/usr/bin/midi2abc",10
"3489","/usr/bin/xfte",10
"3493","/usr/bin/cfdpadmin",10
"3496","/usr/bin/cfdpadmin",10
"3506","/usr/bin/ibam",10
"3507","/usr/bin/cba",10
"3509","/usr/bin/cvm-unix",10
"3511","/usr/bin/cvm-unix",10
"3513","/usr/bin/ttt",10
"3515","/usr/bin/fapg",10
"3521","/usr/bin/usepackage",10
"3538","/usr/bin/phyml",10
"3539","/usr/bin/phyml",10
"3540","/usr/bin/giffiltr",10
"3542","/usr/bin/filext",10
"3543","/usr/bin/filext",10
"3544","/usr/bin/filext",10
"3547","/usr/bin/ebstopcode",10
"3549","/usr/bin/aemakeflic",10
"3551","/usr/bin/hts_engine",10
"3553","/usr/bin/hts_engine",10
"3556","/usr/bin/sor",10
"3557","/usr/bin/sor",10
"3561","/usr/bin/sor",10
"3563","/usr/bin/ctnnetwork",10
"3570","/usr/bin/ctnnetwork",10
"3572","/usr/bin/2xml",10
"3574","/usr/bin/2xml",10
"3575","/usr/bin/2xml",10
"3588","/usr/bin/2xml",10
"3590","/usr/bin/2xml",10
"3591","/usr/bin/2xml",10
"3592","/usr/bin/2xml",10
"3598","/usr/lib/xbmc/addons/screensaver.rsxs.plasma/Plasma.xbs",10
"3603","/usr/bin/indi_getprop",10
"3631","/usr/bin/xjdserver",10
"3643","/usr/lib/juman/makepat",10
"3644","/usr/bin/setupnash2",10
"3649","/usr/bin/setupnash2",10
"3651","/usr/bin/setupnash2",10
"3668","/usr/bin/dialign-tx",10
"3683","/usr/lib/sssd/sssd/ldap_child",10
"3689","/usr/lib/sssd/sssd/ldap_child",10
"3694","/usr/bin/mkbkv2hvf",10
"3695","/usr/lib/mlv-smile/bin/x-smile",10
"3714","/usr/bin/pngcrush",10
"3715","/usr/bin/modplug123",10
"3722","/usr/bin/polygraph-pgl-test",10
"3723","/usr/bin/polygraph-pgl-test",10
"3733","/usr/lib/rheolef/mkgeo_grid_2d",10
"3737","/usr/bin/efetch",10
"3747","/usr/bin/idjcsourceclient",10
"3769","/usr/bin/g_sigeps",10
"3771","/usr/lib/xbmc/addons/screensaver.rsxs.solarwinds/Solarwinds.xbs",10
"3785","/usr/bin/mka2bkvf",10
"3786","/usr/bin/czap",10
"3787","/usr/bin/audtty",10
"3791","/usr/bin/RNAcalibrate",10
"3792","/usr/bin/RNAcalibrate",10
"3815","/usr/bin/otf2bdf",10
"3818","/usr/bin/xfishtank",10
"3819","/usr/bin/pcbnew",10
"3827","/usr/bin/nccopy",10
"3829","/usr/bin/nccopy",10
"3832","/usr/games/trophy",10
"3833","/usr/games/trophy",10
"3841","/usr/bin/xtermset",10
"3857","/usr/bin/cfte",10
"3858","/usr/bin/cfte",10
"3860","/usr/bin/cfte",10
"3862","/usr/bin/dxml-getelement",10
"3866","/usr/bin/babel",10
"3870","/usr/lib/ksplice-inspect",10
"3871","/usr/lib/ksplice-inspect",10
"3891","/usr/bin/nccnav",10
"3899","/usr/bin/bsign",10
"3905","/usr/bin/mpif77.lam",10
"3916","/usr/bin/ra-retrieve",10
"3929","/usr/bin/razip",10
"3930","/usr/bin/razip",10
"3938","/usr/bin/bcpp",10
"3947","/usr/bin/bcpp",10
"3957","/usr/bin/slmbuild",10
"3959","/usr/bin/slmbuild",10
"3962","/usr/bin/slmbuild",10
"3963","/usr/bin/slmbuild",10
"3964","/usr/bin/slmbuild",10
"3965","/usr/bin/h5diff",10
"3974","/usr/bin/abcmatch",10
"3978","/usr/bin/cmatrix",10
"3984","/usr/bin/mdiff",10
"4002","/usr/bin/obprobe",10
"4003","/usr/bin/obprobe",10
"4006","/usr/bin/tttview",10
"4021","/usr/bin/mergebad",10
"4028","/usr/lib/ants/ANTSUseDeformationFieldToGetAffineTransform",10
"4041","/usr/bin/drr",10
"4045","/usr/bin/drr",10
"4046","/usr/bin/drr",10
"4083","/usr/bin/html2text",10
"4088","/usr/bin/whitedune",10
"4089","/usr/sbin/mkzonedb",10
"4090","/usr/sbin/mkzonedb",10
"4091","/usr/sbin/mkzonedb",10
"4094","/usr/sbin/mkzonedb",10
"4095","/usr/sbin/th-cmd",10
"4106","/usr/bin/grolbp",10
"4114","/usr/bin/ncecat",10
"4117","/usr/bin/ncap2",10
"4125","/usr/bin/ali2gff",10
"4129","/usr/bin/ali2gff",10
"4130","/usr/bin/dispcal",10
"4149","/usr/bin/dssi_osc_update",10
"4150","/usr/bin/kmk_ash",10
"4151","/usr/bin/kmk_ash",10
"4152","/usr/bin/kmk_ash",10
"4155","/usr/bin/kmk_ash",10
"4158","/usr/bin/dsdp5",10
"4159","/usr/bin/dsdp5",10
"4164","/usr/bin/gpx2shp",10
"4165","/usr/bin/gpx2shp",10
"4168","/usr/bin/minisat",10
"4174","/usr/bin/msp430-run",10
"4175","/usr/bin/msp430-run",10
"4185","/usr/bin/wmix",10
"4207","/usr/bin/gsch2pcb",10
"4216","/usr/bin/sf2text",10
"4225","/usr/lib/gmt/bin/ps2raster",10
"4226","/usr/lib/gmt/bin/ps2raster",10
"4233","/usr/bin/tgif",10
"4244","/usr/bin/tgif",10
"4246","/usr/bin/tgif",10
"4257","/usr/bin/dotur",10
"4260","/usr/bin/dotur",10
"4262","/usr/bin/mp",10
"4263","/usr/bin/mp",10
"4274","/usr/bin/ebinfo",10
"4280","/usr/lib/libatlas-test/xcasumtst",10
"4281","/usr/bin/open_jtalk",10
"4285","/usr/bin/open_jtalk",10
"4289","/usr/bin/icewm-menu-gnome2",10
"4304","/usr/bin/findglare",10
"4307","/usr/bin/mka2bkjvf",10
"4308","/usr/bin/xjdrad",10
"4309","/usr/bin/ncflint",10
"4317","/usr/bin/gcb",10
"4320","/usr/bin/gcb",10
"4325","/usr/bin/eblook",10
"4330","/usr/bin/qtdump",10
"4350","/sbin/debugfs.ocfs2",10
"4361","/usr/lib/games/xblast-tnt/xbsndsrv",10
"4368","/usr/bin/ogmsplit",10
"4376","/usr/bin/ogmsplit",10
"4380","/usr/bin/ogmsplit",10
"4382","/usr/bin/robot-playerjoy",10
"4390","/usr/bin/robot-playerjoy",10
"4393","/usr/bin/vfind",10
"4404","/usr/lib/libatlas-test/xcaxpbytst",10
"4409","/usr/bin/convert_trace",10
"4414","/usr/bin/htntlm",10
"4417","/usr/bin/htntlm",10
"4422","/usr/bin/swfrender",10
"4454","/usr/bin/lcrack_regex",10
"4458","/usr/bin/lcrack_regex",10
"4464","/usr/bin/ratfor",10
"4468","/usr/bin/gri-2.12.23",10
"4477","/usr/bin/tcyait",10
"4481","/usr/bin/gtk-theme-switch2",10
"4482","/usr/bin/gtk-theme-switch2",10
"4484","/usr/games/acm",10
"4490","/usr/games/xcowsay",10
"4493","/usr/bin/mstvpd",10
"4497","/usr/bin/mstvpd",10
"4499","/usr/lib/tinymux/game/bin/netmux",10
"4500","/usr/lib/tinymux/game/bin/netmux",10
"4501","/usr/lib/tinymux/game/bin/netmux",10
"4503","/usr/lib/tinymux/game/bin/netmux",10
"4504","/usr/lib/tinymux/game/bin/netmux",10
"4506","/usr/lib/tinymux/game/bin/netmux",10
"4507","/usr/lib/tinymux/game/bin/netmux",10
"4519","/sbin/umount.aufs",10
"4530","/usr/bin/mpgtx",10
"4537","/usr/sbin/avr-evtd",10
"4541","/usr/games/oneko",10
"4548","/usr/bin/oogl2vrml",10
"4565","/usr/bin/juman",10
"4571","/usr/bin/gemanx",10
"4572","/usr/bin/tree_recon",10
"4574","/usr/bin/tree_recon",10
"4576","/usr/bin/tree_recon",10
"4585","/usr/bin/bsqlodbc",10
"4590","/usr/bin/bsqlodbc",10
"4591","/usr/lib/gap/pkg/guava/bin/i486-pc-linux-gnu-i486-linux-gnu-gcc/minimum-weight",10
"4611","/usr/bin/extract_qual",10
"4612","/usr/bin/knocker",10
"4619","/usr/bin/rakconvert",10
"4620","/usr/bin/rakconvert",10
"4621","/usr/bin/canlisp",10
"4624","/usr/bin/j2k_to_image",10
"4634","/usr/bin/ideviceimagemounter",10
"4637","/usr/bin/pim_test",10
"4639","/usr/sbin/fb_lock_print",10
"4642","/usr/bin/bam",10
"4648","/usr/bin/as10k1",10
"4656","/usr/bin/as10k1",10
"4659","/usr/bin/as10k1",10
"4679","/usr/sbin/argus_linux",10
"4690","/usr/sbin/argus_linux",10
"4711","/usr/bin/gpiv_t-avg-img",10
"4732","/usr/bin/dasdisup",10
"4735","/usr/bin/mtink",10
"4736","/usr/bin/mswatch",10
"4741","/usr/lib/gridengine/infotext",10
"4742","/usr/lib/gridengine/infotext",10
"4748","/usr/lib/viewmol/Linux/readpdb",10
"4749","/usr/lib/gap/pkg/guava/bin/leon/cjrndper",10
"4751","/usr/sbin/plpfuse",10
"4753","/usr/sbin/plpfuse",10
"4755","/usr/sbin/plpfuse",10
"4756","/usr/sbin/plpfuse",10
"4774","/usr/bin/psorder",10
"4776","/usr/bin/ledger",10
"4791","/usr/bin/dvbstream",10
"4794","/usr/bin/dvbstream",10
"4795","/usr/bin/dvbstream",10
"4797","/usr/bin/dvbstream",10
"4807","/usr/bin/joy2key",10
"4810","/usr/lib/openafs/volserver",10
"4818","/usr/bin/mincconvert",10
"4820","/usr/bin/g15macro",10
"4822","/usr/bin/db5.1_sql",10
"4838","/usr/bin/tudu",10
"4843","/usr/sbin/irpsion5",10
"4850","/usr/sbin/irpsion5",10
"4854","/usr/bin/gbgoffice",10
"4863","/usr/bin/mips_asm",10
"4867","/usr/bin/srtm2sdf",10
"4869","/usr/bin/srtm2sdf",10
"4870","/usr/bin/checkmodule",10
"4873","/usr/bin/nup",10
"4884","/usr/bin/morseOSS",10
"4898","/usr/bin/ogmcat",10
"4908","/usr/bin/xjdic_sa",10
"4918","/usr/bin/commit_agent",10
"4921","/usr/bin/commit_agent",10
"4923","/usr/bin/commit_agent",10
"4","/usr/bin/fax2tiff",0
"7","/usr/bin/instant",0
"10","/usr/bin/fdtdump",0
"11","/usr/bin/fdtdump",0
"17","/usr/bin/fdtdump",0
"18","/usr/bin/fdtdump",0
"19","/usr/bin/issndfile",0
"20","/usr/bin/issndfile",0
"21","/usr/bin/issndfile",0
"23","/usr/bin/morseALSA",0
"24","/usr/bin/morseALSA",0
"25","/usr/bin/morseALSA",0
"26","/usr/bin/morseALSA",0
"32","/usr/lib/psi/detcasman",0
"33","/usr/lib/psi/detcasman",0
"34","/usr/lib/psi/detcasman",0
"38","/usr/bin/bincat",0
"39","/usr/bin/bincat",0
"40","/usr/bin/bincat",0
"41","/usr/bin/bincat",0
"42","/usr/bin/bincat",0
"43","/usr/bin/bincat",0
"46","/usr/bin/bincat",0
"55","/usr/sbin/bbstoreaccounts",0
"56","/usr/sbin/bbstoreaccounts",0
"57","/usr/sbin/bbstoreaccounts",0
"58","/usr/sbin/bbstoreaccounts",0
"59","/usr/sbin/bbstoreaccounts",0
"61","/usr/sbin/bbstoreaccounts",0
"66","/usr/bin/epa-tr-stat",0
"68","/usr/sbin/webspy",0
"69","/usr/sbin/webspy",0
"70","/usr/sbin/webspy",0
"72","/usr/sbin/webspy",0
"74","/usr/lib/mrtrix/bin/import_tracks",0
"75","/usr/lib/mrtrix/bin/import_tracks",0
"77","/usr/bin/fitshdr",0
"78","/usr/bin/fitshdr",0
"79","/usr/bin/fitshdr",0
"80","/usr/bin/fitshdr",0
"83","/usr/bin/ccxxmake",0
"84","/usr/bin/ccxxmake",0
"85","/usr/bin/ccxxmake",0
"86","/usr/bin/ccxxmake",0
"95","/usr/bin/sordi",0
"96","/usr/bin/sordi",0
"97","/usr/bin/sordi",0
"101","/usr/bin/gifasm",0
"102","/usr/bin/gifasm",0
"103","/usr/bin/gifasm",0
"104","/usr/bin/gifasm",0
"106","/usr/bin/gifasm",0
"111","/usr/bin/symphony",0
"112","/usr/bin/symphony",0
"115","/usr/bin/setupnash",0
"116","/usr/bin/setupnash",0
"118","/usr/bin/setupnash",0
"122","/usr/bin/pfb2t1c",0
"123","/usr/bin/pfb2t1c",0
"125","/usr/bin/hime-tsin2gtab-phrase",0
"126","/usr/bin/hime-tsin2gtab-phrase",0
"127","/usr/bin/hime-tsin2gtab-phrase",0
"128","/usr/bin/hime-tsin2gtab-phrase",0
"130","/usr/bin/discogrok",0
"131","/usr/bin/discogrok",0
"132","/usr/bin/discogrok",0
"134","/usr/bin/bppalnscore",0
"136","/usr/bin/roarclientpass",0
"151","/usr/bin/iksroster",0
"152","/usr/bin/iksroster",0
"153","/usr/bin/iksroster",0
"155","/usr/bin/iksroster",0
"156","/usr/bin/iksroster",0
"157","/usr/bin/iksroster",0
"158","/usr/bin/iksroster",0
"159","/usr/bin/tvtime",0
"160","/usr/bin/tvtime",0
"161","/usr/bin/tvtime",0
"162","/sbin/mkfs.ocfs2",0
"163","/sbin/mkfs.ocfs2",0
"164","/sbin/mkfs.ocfs2",0
"165","/sbin/mkfs.ocfs2",0
"166","/sbin/mkfs.ocfs2",0
"167","/sbin/mkfs.ocfs2",0
"168","/usr/bin/db4.8_upgrade",0
"169","/usr/bin/db4.8_upgrade",0
"170","/usr/bin/db4.8_upgrade",0
"172","/usr/bin/gpiv_scale",0
"173","/usr/bin/gpiv_scale",0
"174","/usr/bin/gpiv_scale",0
"176","/usr/bin/gpiv_scale",0
"178","/usr/bin/gpiv_scale",0
"179","/usr/bin/gpiv_scale",0
"180","/usr/bin/gpiv_scale",0
"182","/usr/lib/openafs/ptserver",0
"183","/usr/lib/openafs/ptserver",0
"184","/usr/lib/openafs/ptserver",0
"187","/usr/lib/openafs/ptserver",0
"190","/usr/lib/openafs/ptserver",0
"191","/usr/bin/pvfmix",0
"192","/usr/bin/pvfmix",0
